person	process	process_kind	document_count	documents
Г.М. Маленкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7959
Г.М. Маленкову	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6888
Г.М. Сыроквашева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6411
Г.П. Адамяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5433
Г.П. Вяткина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5459
Г.Р. Николаева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5867
Г.С. Биткера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5927
Г.С. Герасимато	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7711
Г.С. Зайделя	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5651
Г.С. Люшкову	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5768
Г.С. Тымянского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5650
Г.Т. Мясничкова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5412
Г.Ф. Овчинникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7906
Г.Ф. Попова	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	3156
Г.Ф. Самойловича	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5340
Г.Ф. Федоровым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4000
Д.А. Аникина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4135
Д.А. Аникиным	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4136
Д.А. Сниткина	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8570
Д.А. Сниткиным	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8572
Д.А. Тайца	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5810
Д.В. Полуяна	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4559
Д.В. Сафронова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6400
Д.З. Мануильскому	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	9427
Д.З. Мануильскому	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5780
Д.М. Лупашко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7181
Д.П. Албанского	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4063
Д.П. Бухарцева	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7604
Д.П. Бухарцева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5926
Д.П. Розита	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7779
Д.С. Гуревича	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	10574
Д.С. Зенцова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7607
Д.С. Тайца	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	10505
Д.Ф. Бузина	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8482
Д.Ф. Бузиным	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8486
Д.Я. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7574
Дмитриев	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5829
Е.А. Афанасьева	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	6609
Е.А. Афанасьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5922
Е.А. Кондратьевой	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4519
Е.А. Преображенского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	11077
Е.Б. Федосеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7230
Е.В. Пикель	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5784
Е.В. Цетлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5920
Е.Г. Соловьевой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5163
Е.И. Лакиды	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5190
Е.И. Медкова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5171
Е.И. Перлина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6457
Е.М. Бочарова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5597
Е.М. Дебрева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5399
Е.М. Пружанской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6406
Е.М. Ярославским	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	10004
Е.П. Рудневой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5142
Е.С. Мельниковой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5148
Е.Т. Тимофеева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3997
Е.Т. Черкасовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5226
Е.Ф. Ермолаевой	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	1621
Е.Ф. Куликова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7351
Е.Ф. Куликовым	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8609
Е.Ф. Тойво-Пешина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6408
Е.Э. Чернозубовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5123
Е.Я. Буклея	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5150
Ежов	РАЗНЫЕ ДОКУМЕНТЫ	misc	1	6958
З.Е. Саркисьяна	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7684
З.И. Фридмана	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5402
З.Н. Гайдеровой	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4420
З.С. Синициной	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5410
Зиновьев	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7844
Зиновьев	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	4290
И.А. Акулову	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	10058
И.А. Данилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5871
И.А. Мальгина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	10662
И.А. Масленникова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5595
И.В. Больших	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5013
И.В. Вардин-Мгеладзе	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4351
И.В. Липковского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6340
И.В. Любина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4416
И.Г. Жестянникова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3418
И.Д. Зорина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5844
И.Е. Шмундака	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5513
И.З. Станкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6160
И.И. Граше	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5903
И.И. Звады	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5328
И.И. Койген	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5659
И.И. Носкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5891
И.И. Петухова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6152
И.И. Рейнгольда	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3315
И.И. Рейногльда	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5749
И.И. Рыстика	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6994
И.И. Соловьева	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5234
И.К. Гогуа	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5088
И.М. Кедрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7056
И.М. Майского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7150
И.М. Орловская-Мрачковская	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5778
И.М. Покатиловского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5169
И.М. Русанова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4418
И.Н. Дорошенко	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5314
И.Н. Зеликсона	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4509
И.Н. Маевского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7428
И.Н. Миронова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7654
И.П. Бакаевым	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5694
И.П. Лукьянова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4870
И.С. Кострицкого	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3965
И.Т. Жирова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8222
И.Т. Смилги	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	11077
И.Т. Смилги	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5808
И.Ф. Серегина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5681
И.Ф. Флакса	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5680
И.Э. Якире	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7847
И.Я. Одыня	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5617
К.А. Апанасевича	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4504
К.А. Довганя	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6338
К.А. Оганесова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7849
К.В. Генераловой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6875
К.В. Трофимова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8998
К.Д. Мучникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7893
К.Д. Мучниковым	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7897
К.Е. Ворошилова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	4772
К.Е. Ворошилова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8600
К.Е. Ворошилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6152
К.Е. Ворошилова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4793
К.Е. Дубовского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4969
К.К. Боштедта	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5436
К.К. Мухановым	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5158
К.М. Ерофицкого	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7550
К.М. Петухова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7737
К.Н. Афонина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7218
К.Н. Лукницкого	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8045
К.С. Дорофеева	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7542
К.С. Дорофеева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5823
К.Ф. Лебедева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4105
К.Я. Янсона	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5278
Киров	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5202
Л.А. Воронова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5216
Л.А. Шацкина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5791
Л.А. Шацкина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	7250
Л.В. Николаева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4576
Л.Г. Миронова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7965
Л.Д. Гогоберидзе	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8048
Л.Д. Гогоберидзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6333
Л.З. Мехлиса	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	10040
Л.З. Мехлиса	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5786
Л.И. Мадьяра	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4582
Л.И. Мадьяром	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	9429
Л.И. Сосицким	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	3218
Л.И. Сосицким	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3405
Л.К. Пелипейко	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5092
Л.Л. Авербахе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7227
Л.М. Заковского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6933
Л.М. Каганович	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7959
Л.М. Островской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7365
Л.П. Берии	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7980
Л.П. Берии	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6895
Л.П. Жашковой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4900
Л.С. Мамишвили-Мишкевич	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	9026
Л.С. Мамишвили-Мишкевич	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7013
Л.С. Сосновского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6885
Л.С. Сосновского	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8611
Л.С. Тер-Минасов	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7826
Л.С. Тер-Минасов	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7159
Л.Ф. Дитятевой	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7800
Л.Ю. Брик	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6856
Л.Я. Любарского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7548
Л.Я. Нехамкина	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4981
Л.Я. Файвиловичем	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4110
М.А. Житкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6390
М.А. Москвину	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5780
М.А. Нариманова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7820
М.А. Розенцвейга	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7862
М.В. Борисова	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	7032
М.В. Воротникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5872
М.В. Дубовской	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5227
М.В. Келдыша	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6813
М.В. Кузнецова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7227
М.В. Поздеевой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6868
М.Г. Грольмана	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7625
М.Г. Короп	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5785
М.Д. Багирова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7820
М.Д. Кочетовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5031
М.Е. Быстрова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7103
М.И. Ганштака	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	10058
М.И. Гая	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	10505
М.И. Калинину	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7278
М.И. Кахиани	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7428
М.И. Кащеева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4793
М.И. Крушельницкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7200
М.И. Рябининой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5211
М.И. Томской	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6890
М.К. Мухановой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5067
М.Л. Елина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5591
М.Л. Левина	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7705
М.М. Домбровским	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7895
М.М. Карпова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7572
М.М. Литвинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7385
М.М. Малинова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6951
М.М. Михайлова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5108
М.М. Оскольский-Финкельштейн	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5857
М.М. Харитоновым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4422
М.Н. Авдеева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4104
М.Н. Дьячкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7141
М.Н. Уфимцевой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6474
М.Н. Цинцадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6907
М.Н. Яковлева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5966
М.П. Давыдова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6796
М.П. Луковского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7459
М.П. Прибыловского	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7844
М.П. Стремякова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4319
М.П. Томского	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8251
М.П. Томского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5774
М.С. Богуславского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	4201
М.С. Голендо	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	4203
М.С. Жалыбина-Быкова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	1726
М.С. Окуджавы	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7978
М.С. Панфилова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3995
М.С. Югова	РАЗНЫЕ ДОКУМЕНТЫ	misc	1	6879
М.Ф. Иоэльсона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5846
М.Ф. Постоловского	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7986
М.Ф. Постоловского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7233
М.Ф. Шкирятову	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7984
М.Х. Орлова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6198
М.Я. Карпова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7945
М.Я. Презента	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4890
Молотов	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5907
Н.А. Бобылева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5834
Н.А. Емельянова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	6823
Н.А. Карева	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8492
Н.А. Королева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7796
Н.А. Угланова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5847
Н.А. Углановым	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8486
Н.В. Комогорова	РАЗНЫЕ ДОКУМЕНТЫ	misc	1	7214
Н.Г. Андрейчука	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5315
Н.Г. Ольховского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5884
Н.Г. Туманова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5797
Н.Д. Зарицкого	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8410
Н.Е. Нилендера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5545
Н.И. Андреева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6370
Н.И. Медникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6259
Н.И. Мильгевского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5610
Н.И. Третьякова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6397
Н.И. Трубиева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7017
Н.К. Буянского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7155
Н.М. Букалова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8148
Н.М. Гальперина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5634
Н.Н. Ванага	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6415
Н.Н. Колотилина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6951
Н.Н. Крестинского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	11086
Н.Н. Соина	РАЗНЫЕ ДОКУМЕНТЫ	misc	1	1611
Н.Н. Шатским	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3318
Н.П. Гаврилова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7117
Н.Р. Кикнадзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6911
Н.С. Веритовой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5536
Н.С. Сычева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6271
Н.С. Хрущева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	8900
Н.Ф. Печерского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5647
О.А. Лидака	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6413
О.А. Мешковской	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5549
О.Ф. Янкуса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7296
Ольберг	СТАТЬИ	articles	1	9366
П.А. Бака	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3387
П.А. Коркину	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4059
П.А. Кравкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6395
П.В. Чистову	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5905
П.Г. Орлова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5842
П.И. Бакаева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5783
П.И. Жиромского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5238
П.И. Решетниченко	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5682
П.И. Шабалкина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	9756
П.К. Башенкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8563
П.Н. Кашина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	8138
П.Н. Королева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6998
П.Н. Рокоса	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7948
