document_post_id	document_type	pattern	document_title	sample
5349	testimony	date_headers	Показания Я.С. Розанова	Показания Я.С. Розанова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-01-15T00:40:00 pokazaniya-ya-s-rozanova-2 ПОКАЗАНИЯ РОЗАНОВА Якова Самойловича
5349	testimony	list_density	Показания Я.С. Розанова	Показания Я.С. Розанова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-01-15T00:40:00 pokazaniya-ya-s-rozanova-
7351	special_report	question_answer_markers	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	Свердловске. Образование – курсы Марксизма при ЦИК СССР. Член ВКП(б) с 1910 г. ВОПРОС: Вы до последнего времени вели контрреволюционную работу против ВКП(б) и советской власти. Что Вы можете об этом показать? ОТВЕТ: В 1928-1929 г.г. я являлся ак
7351	special_report	date_headers	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова ПРОЦЕСС 2-12 МАРТА 1938 г. ПРЕДЫСТОРИЯ Предыстория 1933 Правые 1936-01-09T09:40:23 speczsoobshhenie-ya-s-agranova-n-i-ezhovu-s-prilozheniem-protokola-doprosa-e-f-kulikova СЕКРЕТАРЮ ЦК ВК
7351	special_report	attachment_markers	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова ПРОЦЕСС 2-12 МАРТА 1938 г. ПРЕДЫСТОРИЯ Предыстория 1933 Правые 1936-01-09T09:40:23 speczsoobshhenie-ya-s-agranova-n-i-ezhovu-s-
7351	special_report	list_density	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова	Спецсообщение Я.С. Агранова Н.И. Ежову с приложением протокола допроса Е.Ф. Куликова ПРОЦЕСС 2-12 МАРТА 1938 г. ПРЕДЫСТОРИЯ Предыстория 1933 Правые 1936-01-09T09:40:23 speczsoobs
5348	testimony	question_answer_markers	Показания Я.С. Розанова	итуте философии, адрес – г. Киев, улица Кирова № 14/б, – от 9 января 1936 года. ВОПРОС: Виновным себя по предъявленному вам на следствии обвинению в принадлежности к контрреволюционной троцкистско-меньшевистской организации вы не признали. Скажит
5348	testimony	date_headers	Показания Я.С. Розанова	Показания Я.С. Розанова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-01-09T00:04:00 pokazaniya-ya-s-rozanova ПОКАЗАНИЯ РОЗАНОВА Якова Самойловича ,
5348	testimony	list_density	Показания Я.С. Розанова	Показания Я.С. Розанова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-01-09T00:04:00 pokazaniya-ya-s-rozanova
5283	interrogation_protocol	question_answer_markers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-08T17:17:00 protokol-do
5283	interrogation_protocol	date_headers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-08T17:17:00 protokol-doprosa-v-m-popova-5 ДОПОЛНИТЕЛЬНЫЕ ПОКАЗ
5283	interrogation_protocol	list_density	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-08T17:17:00
5347	interrogation_protocol	question_answer_markers	Протокол допроса Н.И. Мухина	ажды снимавшегося с работы за троцкистские выступления – от 7 января 1935 года. ВОПРОС: В протоколе допроса от 11 декабря 1935 года вы показали о связях террористической боевой организации в Москве с МАРЕНКО и др<угими>. Имеете ли вы что-либо доб
5347	interrogation_protocol	date_headers	Протокол допроса Н.И. Мухина	Протокол допроса Н.И. Мухина ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-01-07T00:04:00 protokol-doprosa-n-i-muhina-8 ПРОТОКОЛ ДОПРОСА обвиняемого МУХИН
5347	interrogation_protocol	list_density	Протокол допроса Н.И. Мухина	Протокол допроса Н.И. Мухина ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-01-07T00:04:00 protokol-dopro
5282	interrogation_protocol	question_answer_markers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-02T17:16:00 protokol-do
5282	interrogation_protocol	date_headers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-02T17:16:00 protokol-doprosa-v-m-popova-4 ПРОТОКОЛ ДОПРОСА обв
5282	interrogation_protocol	list_density	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-02T17:16:00
7928	program	question_answer_markers	Программа Народной Трудовой Демократической партии России	ия или сил для его смены, она впадает в агонию и мало-помалу скользит к могиле. Вопрос о правительстве есть вопрос жизни и смерти”. Печальный опыт нашей страны убедительней всего подтверждает правильность этой мысли. Для нас сейчас вопрос о прави
7928	program	date_headers	Программа Народной Трудовой Демократической партии России	Программа Народной Трудовой Демократической партии России ПРОЦЕСС 2-12 МАРТА 1938 г. ДРУГИЕ ДОКУМЕНТЫ Другие документы 1938 Правые 1936-01-01T19:26:44 programma-narodnoj-trudovoj-demokraticheskoj-partii-rossii Копия. СВОБОДА – ПРЕВЫШЕ ВСЕГО! БО
7928	program	list_density	Программа Народной Трудовой Демократической партии России	Программа Народной Трудовой Демократической партии России ПРОЦЕСС 2-12 МАРТА 1938 г. ДРУГИЕ ДОКУМЕНТЫ Другие документы 1938 Правые 1936-01-01T19:26:44 programma-narodnoj
5281	interrogation_protocol	question_answer_markers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-01T17:15:00 protokol-do
5281	interrogation_protocol	date_headers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-01T17:15:00 protokol-doprosa-v-m-popova-3 ДОПОЛНИТЕЛЬНЫЕ ПОКАЗ
5281	interrogation_protocol	list_density	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-01-01T17:15:00
5346	interrogation_protocol	question_answer_markers	Протокол допроса М.А. Нырчука	а национализм и был восстановлен в начале 1935 года, – от 31 декабря 1935 года. ВОПРОС: Что Вам известно о БИЛЯРЧИКЕ как участнике контрреволюционного троцкистско-националистического блока? ОТВЕТ: БИЛЯРЧИК мне известен был как участник контрревол
5346	interrogation_protocol	date_headers	Протокол допроса М.А. Нырчука	Протокол допроса М.А. Нырчука ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-31T00:04:00 protokol-doprosa-m-a-nyrchuka-2 ПРОТОКОЛ ДОПРОСА обвиняемого НЫР
5346	interrogation_protocol	list_density	Протокол допроса М.А. Нырчука	Протокол допроса М.А. Нырчука ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-31T00:04:00 protokol-dopr
9211	letter	date_headers	Письма П.П. Ольберга П.И. Бескиной	Письма П.П. Ольберга П.И. Бескиной ПРОЦЕСС 19-23 АВГУСТА 1936 г. ОЛЬБЕРГ Ольберг 1935-12-27T11:23:55 pisma-p-p-olberga-p-i-beskinoj Копия с копии. Прага, 12 октября 1934 г. Дорогая мама, Твое письмо я сегодня получил, и так
9211	letter	salutation_markers	Письма П.П. Ольберга П.И. Бескиной	ли же подала, так, по возможности, возьми заявку обратно. Причина: это чересчур дорогой эксперимент, принимая во внимание то, что очень мало вероятности, чтоб мне удалось там остаться . Тратить же большие деньги только на поездку, это непозволител
9211	letter	list_density	Письма П.П. Ольберга П.И. Бескиной	Письма П.П. Ольберга П.И. Бескиной ПРОЦЕСС 19-23 АВГУСТА 1936 г. ОЛЬБЕРГ Ольберг 1935-12-27T11:23:55 pisma-p-p-olberga-p-i-beskinoj Копия с копии. Прага, 12 октября 1934 г
5345	interrogation_protocol	question_answer_markers	Протокол допроса Х.-Б.И. Лехтмана	веденного Зам. Нач. Секретно-Политического Отдела УГБ НКВД УССР тов. РАХЛИСОМ . ВОПРОС: Подтверждаете ли вы показания, данные вами на следствии? ОТВЕТ: Да. Показания, данные мной на следствии я полностью подтверждаю. ВОПРОС: Расскажите подробно,
5345	interrogation_protocol	date_headers	Протокол допроса Х.-Б.И. Лехтмана	Протокол допроса Х.-Б.И. Лехтмана ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-22T00:04:00 protokol-doprosa-h-b-i-lehtmana-2 ПРОТОКОЛ ДОПРОСА ЛЕХТМАНА Хаим
5345	interrogation_protocol	list_density	Протокол допроса Х.-Б.И. Лехтмана	Протокол допроса Х.-Б.И. Лехтмана ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-22T00:04:00 protokol-
5344	interrogation_protocol	question_answer_markers	Протокол допроса Д.Л. Игнатюка	1935 года. Произведенного: – Зам. Нач. Секретно-Политического Отдела – РАХЛИСОМ ВОПРОС: Обвиняемый ИГНАТЮК. Когда, где и при каких обстоятельствах у вас были организационные встречи с членом контрреволюционной террористической боевой организации
5344	interrogation_protocol	date_headers	Протокол допроса Д.Л. Игнатюка	Протокол допроса Д.Л. Игнатюка ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-20T00:04:00 protokol-doprosa-d-l-ignatyuka-4 ПРОТОКОЛ ДОПРОСА обвиняемого ИГ
5344	interrogation_protocol	list_density	Протокол допроса Д.Л. Игнатюка	Протокол допроса Д.Л. Игнатюка ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-20T00:04:00 protokol-dop
6611	interrogation_protocol	question_answer_markers	Протокол допроса А.К. Бормана	персональный пенсионер, бывш<ий> член президиума об<щест>ва старых большевиков. Вопрос: В распоряжении следствия имеются материалы, уличающие Вас в том, что Вы до последнего времени придерживались антипартийных контрреволюционных взглядов и на по
6611	interrogation_protocol	date_headers	Протокол допроса А.К. Бормана	Протокол допроса А.К. Бормана ПРОЦЕСС 2-12 МАРТА 1938 г. ПРЕДЫСТОРИЯ Предыстория 1933 Правые 1935-12-17T21:03:15 protokol-doprosa-a-k-bormana ПРОТОКОЛ ДОПРОСА БОРМАНА, АЛЬФРЕДА КАРЛОВИЧА , – от 17-го декабря 1935 год
6611	interrogation_protocol	list_density	Протокол допроса А.К. Бормана	Протокол допроса А.К. Бормана ПРОЦЕСС 2-12 МАРТА 1938 г. ПРЕДЫСТОРИЯ Предыстория 1933 Правые 1935-12-17T21:03:15 protokol-doprosa-a-k-bormana ПРОТОКОЛ ДОПРОСА БОРМАНА,
5343	interrogation_protocol	question_answer_markers	Протокол допроса В.В. Глухенко	Протокол допроса В.В. Глухенко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-14T00:04:00 protokol-doprosa-v-v-gl
5343	interrogation_protocol	date_headers	Протокол допроса В.В. Глухенко	Протокол допроса В.В. Глухенко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-14T00:04:00 protokol-doprosa-v-v-gluhenko-4 ПРОТОКОЛ ДОПРОСА ГЛУХЕНКО Владис
5343	interrogation_protocol	list_density	Протокол допроса В.В. Глухенко	Протокол допроса В.В. Глухенко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-14T00:04:00 protokol-dop
5342	interrogation_protocol	question_answer_markers	Протокол допроса Б.М. Нижника	зведенного: ПОМ. НАЧ. СЕКРЕТНО-ПОЛИТИЧЕСКОГО ОТДЕЛА УГБ НКВД УССР – ДОЛИНСКИМ . ВОПРОС: В показаниях от 20.XI с<его> г<ода> вы заявили, что ваши троцкистские убеждения явились тем стимулом, благодаря которому Вы вошли в контрреволюционную террори
5342	interrogation_protocol	date_headers	Протокол допроса Б.М. Нижника	Протокол допроса Б.М. Нижника ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-11T01:04:00 protokol-doprosa-b-m-nizhnika-3 ПРОТОКОЛ ДОПРОСА обв<иняемого> Н
5342	interrogation_protocol	list_density	Протокол допроса Б.М. Нижника	Протокол допроса Б.М. Нижника ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-11T01:04:00 protokol-dopr
5341	interrogation_protocol	question_answer_markers	Протокол допроса Н.И. Мухина	зведенного: ПОМ. НАЧ. СЕКРЕТНО-ПОЛИТИЧЕСКОГО ОТДЕЛА УГБ НКВД УССР – ДОЛИНСКИМ . ВОПРОС: На следствии Вы показали, что являе­тесь активным участником террористической боевой организации с марта 1935 года. Чем было обусловлено вхождение Ваше в эту
5341	interrogation_protocol	date_headers	Протокол допроса Н.И. Мухина	Протокол допроса Н.И. Мухина ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-11T00:04:00 protokol-doprosa-n-i-muhina-7 ПРОТОКОЛ ДОПРОСА обвиняемого МУХИН
5341	interrogation_protocol	list_density	Протокол допроса Н.И. Мухина	Протокол допроса Н.И. Мухина ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-11T00:04:00 protokol-dopro
5340	interrogation_protocol	question_answer_markers	Протокол допроса Г.Ф. Самойловича	изведенного ПОМ. НАЧ. СЕКРЕТНО-ПОЛИТИЧЕСКОГО ОТДЕЛА УГБ НКВД УССР – ДОЛИНСКИМ . ВОПРОС: Обв<иняемый> САМОЙЛОВИЧ, расскажите, когда и кем вы были вовлечены в контрреволюционную троцкистско-националистическую организацию? ОТВЕТ: В ряды контрреволюц
5340	interrogation_protocol	date_headers	Протокол допроса Г.Ф. Самойловича	Протокол допроса Г.Ф. Самойловича ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-10T01:03:00 protokol-doprosa-g-f-samojlovicha ПРОТОКОЛ ДОПРОСА обвиняемого С
5340	interrogation_protocol	list_density	Протокол допроса Г.Ф. Самойловича	Протокол допроса Г.Ф. Самойловича ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-10T01:03:00 protokol-
5339	interrogation_protocol	question_answer_markers	Протокол допроса М.А. Нырчука	изведенного ПОМ. НАЧ. СЕКРЕТНО-ПОЛИТИЧЕСКОГО ОТДЕЛА УГБ НКВД УССР – ДОЛИНСКИМ . ВОПРОС: Обвиняемый НЫРЧУК , в процессе следствия вы признали свою принадлежность к контрреволюционной троцкистско-националистической организации. Охарактеризуйте поли
5339	interrogation_protocol	date_headers	Протокол допроса М.А. Нырчука	Протокол допроса М.А. Нырчука ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-10T00:02:00 protokol-doprosa-m-a-nyrchuka ПРОТОКОЛ ДОПРОСА обвиняемого НЫРЧУ
5339	interrogation_protocol	list_density	Протокол допроса М.А. Нырчука	Протокол допроса М.А. Нырчука ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-10T00:02:00 protokol-dopr
5280	interrogation_protocol	question_answer_markers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1935-12-05T17:14:00 protokol-do
5280	interrogation_protocol	date_headers	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1935-12-05T17:14:00 protokol-doprosa-v-m-popova-2 ДОПОЛНИТЕЛЬНЫЕ ПОКАЗ
5280	interrogation_protocol	list_density	Протокол допроса В.М. Попова	Протокол допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1935-12-05T17:14:00
2023	reference_note	question_answer_markers	Справка о вещественных и уликовых доказательствах, обнаруженных при ликвидации “троцкистско-националистической боевой организации”	. У арестованного ЗВАДЫ изъято свыше 20 различных книг и брошюр – “национальный вопрос” издания УВП, меморандум ЦК УВП, программа УКП, ряд книг Троцкого, М. ГРУШЕВСКОГО и др. У арестованного ШАБЛИОВСКОГО найдено свыше 40 книг Троцкого, Скрыпника,
2023	reference_note	date_headers	Справка о вещественных и уликовых доказательствах, обнаруженных при ликвидации “троцкистско-националистической боевой организации”	х при ликвидации “троцкистско-националистической боевой организации” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-05T09:25:45 spravka-o-veshhestvennyh-i-ulikovyh-dokazatelstvah-obnaruzhennyh
2023	reference_note	attachment_markers	Справка о вещественных и уликовых доказательствах, обнаруженных при ликвидации “троцкистско-националистической боевой организации”	Справка о вещественных и уликовых доказательствах, обнаруженных при ликвидации “троцкистско-националистической боевой организации” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИ
2023	reference_note	list_density	Справка о вещественных и уликовых доказательствах, обнаруженных при ликвидации “троцкистско-националистической боевой организации”	Справка о вещественных и уликовых доказательствах, обнаруженных при ликвидации “троцкистско-националистической боевой организации” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИ
5337	list	date_headers	Список арестованных участников “троцкистско-националистической боевой организации”	анных участников “троцкистско-националистической боевой организации” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-05T04:21:00 spisok-arestovannyh-uchastnikov-troczkistsko-naczionalistichesko
5337	list	attachment_markers	Список арестованных участников “троцкистско-националистической боевой организации”	Список арестованных участников “троцкистско-националистической боевой организации” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинск
5337	list	list_density	Список арестованных участников “троцкистско-националистической боевой организации”	Список арестованных участников “троцкистско-националистической боевой организации” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинск
2025	memo_note	question_answer_markers	Докладная записка В.А. Балицкого о раскрытии и ликвидации “троцкистско-националистической боевой организации террористов”	Докладная записка В.А. Балицкого о раскрытии и ликвидации “троцкистско-националистической боевой организации террористов” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материал
2025	memo_note	date_headers	Докладная записка В.А. Балицкого о раскрытии и ликвидации “троцкистско-националистической боевой организации террористов”	ации “троцкистско-националистической боевой организации террористов” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-12-05T02:28:10 dokladnaya-zapiska-v-a-baliczkogo-o-raskrytii-i-likvidaczii-troc
2025	memo_note	attachment_markers	Докладная записка В.А. Балицкого о раскрытии и ликвидации “троцкистско-националистической боевой организации террористов”	ву 1) Докладная записка о троцкистско-националистической боевой организации. 2) Список арестованных участников троцкистско-националистической боевой организации. 3) Справка о вещественных и уликовых доказательствах обнаруженных при ликвидации тро
2025	memo_note	list_density	Докладная записка В.А. Балицкого о раскрытии и ликвидации “троцкистско-националистической боевой организации террористов”	Докладная записка В.А. Балицкого о раскрытии и ликвидации “троцкистско-националистической боевой организации террористов” ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВ
5335	interrogation_protocol	question_answer_markers	Протокол допроса И.П. Крыженко	ареста преподаватель политэкономии Харьковских вузов, – от 28 ноября 1935 года. ВОПРОС: В своих показаниях от 17 октября с<его> г<ода> Вы признали себя участником контрреволюционной террористической организации. Расскажите, что Вам известно о тер
5335	interrogation_protocol	date_headers	Протокол допроса И.П. Крыженко	Протокол допроса И.П. Крыженко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-28T20:07:00 protokol-doprosa-i-p-kryzhenko-2 ПРОТОКОЛ ДОПРОСА обвиняемого КР
5335	interrogation_protocol	list_density	Протокол допроса И.П. Крыженко	Протокол допроса И.П. Крыженко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-28T20:07:00 protokol-dop
5334	interrogation_protocol	question_answer_markers	Протокол допроса Х.-Б.И. Лехтмана	нститута еврейской культуры Украинской академии наук, – от 28 ноября 1935 года. ВОПРОС: В протоколе допроса от 22 ноября с<его> г<ода> Вы показали, что после вовлечения Вас в террористическую боевую организацию НЫРЧУК обещал с Вами более подробно
5334	interrogation_protocol	date_headers	Протокол допроса Х.-Б.И. Лехтмана	Протокол допроса Х.-Б.И. Лехтмана ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-28T19:07:00 protokol-doprosa-h-b-i-lehtmana ПРОТОКОЛ ДОПРОСА обвиняемого ЛЕХ
5334	interrogation_protocol	list_density	Протокол допроса Х.-Б.И. Лехтмана	Протокол допроса Х.-Б.И. Лехтмана ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-28T19:07:00 protokol-
5333	interrogation_protocol	question_answer_markers	Протокол допроса Н.И. Мухина	Дважды снимался с работы за троцкистские выступления. – от 27 ноября 1935 года. ВОПРОС: В протоколе допроса от 31.X-1935 года вы показали, что ваша роль как участника террористической боевой организации – заключалась в подборе кадров организации.
5333	interrogation_protocol	date_headers	Протокол допроса Н.И. Мухина	Протокол допроса Н.И. Мухина ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-27T10:07:00 protokol-doprosa-n-i-muhina-6 ПРОТОКОЛ ДОПРОСА обвиняемого МУХИН
5333	interrogation_protocol	list_density	Протокол допроса Н.И. Мухина	Протокол допроса Н.И. Мухина ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-27T10:07:00 protokol-dopro
5332	interrogation_protocol	question_answer_markers	Протокол допроса Б.М. Нижника	ки кадров Центрального Комитета Красного Креста Украины от 22 ноября 1935 года. ВОПРОС: Один из руководителей боевой террористической организации МУХИН показал, что вы были выделены организацией непосредственным исполнителем террористического акт
5332	interrogation_protocol	date_headers	Протокол допроса Б.М. Нижника	Протокол допроса Б.М. Нижника ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-22T19:07:00 protokol-doprosa-b-m-nizhnika-2 ПРОТОКОЛ ДОПРОСА обв<иняемого> Н
5332	interrogation_protocol	list_density	Протокол допроса Б.М. Нижника	Протокол допроса Б.М. Нижника ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-22T19:07:00 protokol-dopr
5331	interrogation_protocol	question_answer_markers	Протокол допроса В.В. Глухенко	Протокол допроса В.В. Глухенко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-21T19:07:00 protokol-doprosa-v-v-gl
5331	interrogation_protocol	date_headers	Протокол допроса В.В. Глухенко	Протокол допроса В.В. Глухенко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1935-11-21T19:07:00 protokol-doprosa-v-v-gluhenko-3 ПРОТОКОЛ ДОПРОСА обвиняемого ГЛУ
